Sector;Empresa;Simbolo;Fecha;Apertura;MaximoDiario;MinimoDiario;Volumen;Cierre
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;25/07/2023;954,8;961,3;936,05;320638;950,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;24/07/2023;962,3;963;941,5;685223;957,1
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;21/07/2023;953,65;961,7;938;518147;934,45
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;20/07/2023;930;950;925;582239;926,25
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;19/07/2023;957,8;957,8;915;1055619;946,4
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;18/07/2023;970;995;943,1;1003796;957,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;17/07/2023;933,5;971;931,8;879931;925,85
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;14/07/2023;920,15;927,7;902,05;700292;921,8
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;13/07/2023;900;924,6;896;681123;893,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;12/07/2023;870,3;894,5;870,3;672665;856,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;11/07/2023;855,95;859,8;845,8;451172;850,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;10/07/2023;865,95;868,95;844;945620;863,55
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;07/07/2023;860;870,4;849;482327;842,3
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;06/07/2023;890,95;890,95;841,05;504848;893,85
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;05/07/2023;877,8;896,5;865;710427;897,85
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;04/07/2023;887;910;886;340092;885,25
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;03/07/2023;890;915;870,05;1019500;889,8
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;30/06/2023;864,2;892;851,15;732738;861,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;29/06/2023;846,7;868;837;407113;840,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;28/06/2023;860;883,75;838;682964;853,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;27/06/2023;872,4;879;841,05;1097703;868,1
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;26/06/2023;899;908;860;1189830;872,1
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;23/06/2023;875;889;866;726334;861,5
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;22/06/2023;877,6;880;855;832410;891,2
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;21/06/2023;850;894;850;795978;831,1
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;20/06/2023;793,8;835,95;780;1107247;781
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;19/06/2023;793,8;835,95;780;1107247;781
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;16/06/2023;793,8;835,95;780;1107247;781
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;15/06/2023;770;794,4;770;492787;768,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;14/06/2023;775;780;760;370078;770,55
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;13/06/2023;790;792,5;762,7;730514;777,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;12/06/2023;781,35;796;770;358531;779
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;09/06/2023;786,2;801;777;891877;789,5
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;08/06/2023;800;814,95;778;443172;795,5
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;07/06/2023;804;825;791;1464388;811,4
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;06/06/2023;780,25;808,05;780,25;666967;779,55
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;05/06/2023;770;780,5;765,5;1641160;767,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;02/06/2023;762,1;777,05;756;464227;761,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;01/06/2023;735,3;763,55;730;582301;726,1
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;31/05/2023;733,55;733,55;705,4;513009;730,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;30/05/2023;736,9;736,9;721;347034;740,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;29/05/2023;726;748,5;716;332973;724,55
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;26/05/2023;720;730;710,35;493817;718,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;25/05/2023;720;730;710,35;493817;718,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;24/05/2023;720;730;710,35;493817;718,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;23/05/2023;708;742,15;705,6;680760;709,5
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;22/05/2023;720;721,05;693,55;622357;717,2
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;19/05/2023;710;728,2;700,65;1075998;700,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;18/05/2023;693,9;702,25;672,1;887714;692,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;17/05/2023;682,2;700;678;659994;682,2
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;16/05/2023;692;696,65;681,5;839326;695,85
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;15/05/2023;695,55;697,2;663,6;947975;700,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;12/05/2023;670;703;665;1283718;658,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;11/05/2023;634,7;662,95;626,7;716563;635,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;10/05/2023;640,6;640,6;600;639173;626,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;09/05/2023;622;643,85;622;496620;621,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;08/05/2023;625;631,45;617,35;525933;623,45
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;05/05/2023;589,1;629;589,1;560105;588,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;04/05/2023;595,2;596;581,8;446557;595,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;03/05/2023;626;628,7;594,5;385815;624,8
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;02/05/2023;625,5;626;594,8;327236;625,7
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;01/05/2023;627;631,35;603;654508;627,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;28/04/2023;627;631,35;603;654508;627,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;27/04/2023;655;655;624;547539;649,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;26/04/2023;639,7;650,65;617;886591;647
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;25/04/2023;648;670,8;637,5;705159;648,05
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;24/04/2023;626;652,15;626;918043;622,3
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;21/04/2023;618,35;633,9;607,1;771022;614,9
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;20/04/2023;602,8;619,45;580;593008;608,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;19/04/2023;624,5;624,5;603;1177310;625,8
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;18/04/2023;620;637;614,5;878450;617,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;17/04/2023;604,9;620;591;687092;604,25
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;14/04/2023;600;609,6;596;430650;596,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;13/04/2023;583;598,5;580,5;574963;581,05
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;12/04/2023;565;583;562,05;491939;553,8
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;11/04/2023;565;572;552;647431;560,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;10/04/2023;551;565;551;362805;551,05
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;06/04/2023;550;556,55;533,7;778111;544,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;05/04/2023;550;556,55;533,7;778111;544,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;04/04/2023;557,85;562;540;381458;561,2
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;03/04/2023;535;563;535;493168;532,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;31/03/2023;525,5;540;523,25;573674;524,2
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;30/03/2023;520;529;509;370245;517,799
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;29/03/2023;510,6;525;510;421210;509,4
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;28/03/2023;484;512;477,5;714715;482,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;27/03/2023;446;484,8;446;626535;438,1
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;24/03/2023;455;459,5;434,6;712593;452,2
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;23/03/2023;455;459,5;434,6;712593;452,2
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;22/03/2023;471,9;471,9;450;464028;471,05
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;21/03/2023;463;471,9;456,05;1032482;455
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;20/03/2023;458;465;451,5;321165;461,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;17/03/2023;457,1;465,9;446,65;189245;459,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;16/03/2023;435;460;430;626446;434,5
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;15/03/2023;444,3;444,9;427,7;935249;455,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;14/03/2023;467,05;474;451,5;571440;456,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;13/03/2023;469,5;481;451;581938;470,5
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;10/03/2023;499,5;504;466,5;657200;496,1
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;09/03/2023;500;506;496;284759;498,5
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;08/03/2023;497,5;503,95;490;206521;494,5
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;07/03/2023;507;508,95;483;435828;506,25
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;06/03/2023;485,2;506,95;483;458651;485,2
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;03/03/2023;485,1;496,4;483;389586;481,7
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;02/03/2023;496;499;480,35;377667;495,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;01/03/2023;490;496,5;479,1;302571;487,4
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;28/02/2023;493;501;478;448423;492,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;27/02/2023;487,5;498,4;485,5;541089;484,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;24/02/2023;485;494;475;184390;484,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;23/02/2023;478,5;491,75;478,5;466938;478,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;22/02/2023;494,5;495;472,9;348285;493,85
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;21/02/2023;504;504;484;374708;503,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;20/02/2023;504;504;484;374708;503,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;17/02/2023;504;504;484;366292;503,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;16/02/2023;508;515;499,05;360848;504,45
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;15/02/2023;501,1;506,1;490;663238;502,25
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;14/02/2023;508,4;514,7;498,1;532078;501,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;13/02/2023;495;506,7;482,5;470247;488
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;10/02/2023;483;491,95;479,65;173883;481,7
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;09/02/2023;495;500;475;589435;492,8
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;08/02/2023;495,45;495,45;475;655205;480,55
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;07/02/2023;480,15;494;478;599964;480,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;06/02/2023;473;485;460;430763;473
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;03/02/2023;496,5;500,65;468,2;600082;491,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;02/02/2023;496;510;487;348195;494,7
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;01/02/2023;500;504,5;486,5;295725;497,5
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;31/01/2023;485;503,25;480;288414;480,9
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;30/01/2023;507;515;477;617888;501,2
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;27/01/2023;525;525;498;603964;516,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;26/01/2023;517;524,1;509,35;694268;516,549
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;25/01/2023;507,5;519,049;487;641357;501,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;24/01/2023;503,5;512;487,65;501716;500,55
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;23/01/2023;490;511;490;613248;495
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;20/01/2023;468;498,6;450;675265;471
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;19/01/2023;461,5;472,5;433;1384294;463,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;18/01/2023;508;525;470;994949;509,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;17/01/2023;505;515,75;498;690316;498,85
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;16/01/2023;487,9;504,2;483;587660;487,9
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;13/01/2023;480;495,55;475;894536;485,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;12/01/2023;480;500;462,5;1409571;483,8
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;11/01/2023;458;493;449,8;1145261;449,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;10/01/2023;459,95;459,95;445,55;553658;448,55
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;09/01/2023;456;465;442,95;568851;453,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;06/01/2023;449;467,5;443;1071378;449,05
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;05/01/2023;438;451,1;436;781736;435,85
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;04/01/2023;435;441;425;565796;430,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;03/01/2023;447;454,5;428,05;1140371;457,25
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;02/01/2023;445;462,75;440;338371;439,9
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;30/12/2022;426;440;410;153868;426,05
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;29/12/2022;430;440;425,3;577283;428,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;28/12/2022;417;436,9;417;713051;416
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;27/12/2022;414,4;425;407;879181;413,9
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;26/12/2022;404;415;402;252727;401,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;23/12/2022;399;404;390;745714;395,8
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;22/12/2022;385,95;398,1;372;723721;385,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;21/12/2022;382;389;378,05;935540;382,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;20/12/2022;370;385,4;367,5;157630;368,05
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;19/12/2022;343,5;365,7;343,5;1048143;346,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;16/12/2022;348,25;348,25;340;815819;340
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;15/12/2022;340;343;336,75;565274;339,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;14/12/2022;349;357,95;333;590287;348,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;13/12/2022;368,5;368,5;345,35;407382;354,15
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;12/12/2022;375;379,5;352,5;414318;375,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;09/12/2022;372;385;372;956159;370,4
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;08/12/2022;372;385;372;956159;370,4
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;07/12/2022;372;385;372;956147;370,4
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;06/12/2022;362;372;358,5;951345;362,35
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;05/12/2022;376;386,8;360,25;704733;377,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;02/12/2022;385;387,5;375,1;373880;380,1
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;01/12/2022;372;383,2;370;431170;372,65
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;30/11/2022;374;382;368;513499;374,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;29/11/2022;360;375;357;340312;360,9
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;28/11/2022;359;362;350;659250;356,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;25/11/2022;349;358,95;346;671507;346,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;24/11/2022;348;357;341,5;176927;346,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;23/11/2022;355;355;342;578066;346,1
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;22/11/2022;354;354;343;610498;350,75
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;21/11/2022;340,8;355;340,8;328526;344,9
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;18/11/2022;340,8;355;340,8;320106;344,9
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;17/11/2022;341;352;329;324317;340,6
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;16/11/2022;351;357;338;522062;346
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;15/11/2022;333;350;332,5;912205;332,95
GENERACION Y TRANSPORTE DE ENERGIA ELECTRICA ;PAMPA ENERGIA S.A.;PAMP ;14/11/2022;319,95;336,9;318,5;776132;321,2
